Sample,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,per_tile_sequence_quality,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
ecoli_00501,8314883,5380889,1728375,105999,0,0,0,0,65778,0,0,0,0,586446,234362,213034,64.71394726780882,8314883.0,8208884.0,98.73,105999.0,1.27,ecoli_00501_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8314883.0,0.0,20-40,52.0,17.296253598430344,39.582368747702155,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8333590,2411747,8333590,333343600,291371,329859492,1.0452002078335991,0.0234,0.3458,0.6309,,
ecoli_00502,7353093,4761240,1546703,92828,0,0,0,0,66788,0,0,0,0,480754,210670,194110,64.75152701047028,7353093.0,7260265.0,98.74,92828.0,1.26,ecoli_00502_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7353093.0,0.0,20-40,51.0,17.550772310393175,39.516681075569146,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,pass,7370066,2136831,7370066,294802640,259701,291718887,1.0460398183679769,0.024,0.3438,0.6322,,
ecoli_00503,8401811,5799630,1267639,96895,0,0,0,0,56868,0,0,0,0,791643,220021,169115,69.02833210601858,8401811.0,8304916.0,98.85,96895.0,1.15,ecoli_00503_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8401811.0,0.0,20-40,50.0,16.355779611508474,39.52864864491715,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8419947,2404406,8419947,336797880,288615,333329839,1.0297098663447644,0.0213,0.4389,0.5398,,
ecoli_00504,8720667,4882070,2587101,107602,0,0,0,0,42110,0,0,0,0,787331,183597,130856,55.98275911693453,8720667.0,8613065.0,98.77,107602.0,1.23,ecoli_00504_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8720667.0,0.0,20-40,52.0,16.397688581996047,39.593868221318395,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8739303,2477575,8739303,349572120,306178,346019163,1.0163731020654625,0.0191,0.3697,0.6112,,
ecoli_00505,6605665,5038879,6474,112175,0,0,0,0,104349,0,0,0,0,828851,307598,207339,76.28117683836525,6605665.0,6493490.0,98.3,112175.0,1.7,ecoli_00505_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6605665.0,0.0,20-40,49.0,20.793508673306395,39.526752567682436,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,6619219,2274609,6619219,264768760,216608,261634107,1.1839210184766509,0.0342,0.4359,0.53,,
ecoli_00506,5303592,4051391,1549,101156,0,0,0,0,120229,0,0,0,0,641588,212528,175151,76.38956767413482,5303592.0,5202436.0,98.09,101156.0,1.91,ecoli_00506_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5303592.0,0.0,20-40,49.0,21.241026119639994,39.52893831199685,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,5313564,1546082,5313564,212542560,151320,210310320,1.0502555347032614,0.0339,0.4321,0.534,,
ecoli_00507,12984493,10369913,9470,196936,0,0,0,0,203806,0,0,0,0,1158598,533031,512739,79.86382679708788,12984493.0,12787557.0,98.48,196936.0,1.52,ecoli_00507_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12984493.0,0.0,20-40,49.0,14.950867966181214,39.51843911040655,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,13014367,3784638,13014367,520574680,516452,514950917,1.0802989880337628,0.0328,0.4425,0.5247,,
ecoli_00508,12675262,9699960,34160,259447,0,0,0,0,221972,0,0,0,0,1366628,613941,479154,76.52670216994332,12675262.0,12415815.0,97.95,259447.0,2.05,ecoli_00508_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12675262.0,0.0,20-40,48.0,16.6363063598437,39.45509607612056,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,12705915,4389178,12705915,508236600,514178,502005346,1.2260537710192456,0.0347,0.4603,0.505,,
ecoli_00509,12470168,9567025,228908,236360,0,0,0,0,252790,0,0,0,0,1150283,537439,497363,76.71929520115526,12470168.0,12233808.0,98.1,236360.0,1.9,ecoli_00509_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12470168.0,0.0,20-40,49.0,16.455665126662026,39.516544123543476,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,12498907,3682128,12498907,499956280,512110,494477220,1.0959078261803212,0.0329,0.4471,0.52,,
ecoli_00510,11931101,9247570,16392,255579,0,0,0,0,160791,0,0,0,0,1212393,588729,449647,77.50810256320855,11931101.0,11675522.0,97.86,255579.0,2.14,ecoli_00510_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11931101.0,0.0,20-40,50.0,19.238133618783515,39.50516737726049,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11958002,4134208,11958002,478320080,535047,472399028,1.2378848908036644,0.034,0.4585,0.5075,,
ecoli_00511,14788410,11094982,15076,335959,0,0,0,0,108468,0,0,0,0,2019012,811752,403161,75.02484716071572,14788410.0,14452451.0,97.73,335959.0,2.27,ecoli_00511_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14788410.0,0.0,20-40,50.0,15.483576134084833,39.501840089637774,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,14827510,5185409,14827510,593100400,569219,585709000,1.2462308236514423,0.04,0.4636,0.4964,,
ecoli_00512,15409313,11665245,23589,346860,0,0,0,0,91167,0,0,0,0,2138774,723640,420038,75.70256376776823,15409313.0,15062453.0,97.75,346860.0,2.25,ecoli_00512_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,15409313.0,0.0,20-40,49.0,13.59534776507854,39.50894780318889,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,15449227,4439586,15449227,617969080,608944,611386889,1.0651327409455502,0.038,0.473,0.489,,
ecoli_00513,10690330,5860025,2351535,156308,0,0,0,0,57488,0,0,0,0,1711793,369254,183927,54.816128220550716,10690330.0,10534022.0,98.54,156308.0,1.46,ecoli_00513_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10690330.0,0.0,20-40,51.0,15.159618148565789,39.52525506696239,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,10705222,2986185,10705222,428208880,314820,424004831,0.9817752962059078,0.0295,0.4142,0.5564,,
ecoli_00514,10880012,5355101,3228380,164794,0,0,0,0,74038,0,0,0,0,1524070,352600,181029,49.219624022473496,10880012.0,10715218.0,98.49,164794.0,1.51,ecoli_00514_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10880012.0,0.0,20-40,52.0,14.983713371352902,39.60890282106306,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,10896492,3048324,10896492,435859680,317134,431596249,0.97816595469441,0.0284,0.3739,0.5978,,
ecoli_00515,14421088,11724366,16097,233206,0,0,0,0,254990,0,0,0,0,981965,577170,633294,81.30014878211684,14421088.0,14187882.0,98.38,233206.0,1.62,ecoli_00515_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14421088.0,0.0,20-40,51.0,17.435373212574795,39.57416735824648,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,14458262,4237087,14458262,578330480,467491,572169076,1.0653777058404392,0.028999999999999998,0.44799999999999995,0.523,,
ecoli_00516,13703333,11240644,16748,252890,0,0,0,0,183562,0,0,0,0,890093,540813,578583,82.02854006393919,13703333.0,13450443.0,98.15,252890.0,1.85,ecoli_00516_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13703333.0,0.0,20-40,50.0,15.989756452332056,39.525207553520005,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,13723717,4013069,13723717,548948680,477539,543077291,1.0695697455725734,0.027999999999999997,0.4465,0.5255,,
ecoli_00517,5672279,3873439,10157,326053,0,0,0,0,111835,0,0,0,0,725234,384202,241359,68.2871734623773,5672279.0,5346226.0,94.25,326053.0,5.75,ecoli_00517_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5672279.0,0.0,20-40,49.0,25.7630220188228,39.51273500474853,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,5687097,1677403,5687097,227483880,205185,225003003,1.0905726594781129,0.0565,0.4531,0.4904,,
ecoli_00518,6250082,4335612,105851,318389,0,0,0,0,122323,0,0,0,0,728132,371335,268440,69.36888188026973,6250082.0,5931693.0,94.91,318389.0,5.09,ecoli_00518_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6250082.0,0.0,20-40,49.0,24.28199168185429,39.51371150010512,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,6271898,1855302,6271898,250875920,218465,248146464,1.0879704995202408,0.0518,0.4358,0.5125,,
ecoli_00519,4663478,3362467,3279,210164,0,0,0,0,122467,0,0,0,0,474846,269516,220739,72.10213064155124,4663478.0,4453314.0,95.49,210164.0,4.51,ecoli_00519_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4663478.0,0.0,20-40,50.0,27.32812819381189,39.521004709360696,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,4681680,1379966,4681680,187267200,171761,185233750,1.0858548640658912,0.0466,0.4544,0.499,,
ecoli_00520,4625642,3267457,13199,247802,0,0,0,0,83027,0,0,0,0,594076,242731,177350,70.63791361285631,4625642.0,4377840.0,94.64,247802.0,5.36,ecoli_00520_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4625642.0,0.0,20-40,51.0,30.145875390744,39.57038309493039,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,4640673,1433767,4640673,185626920,828284,182893385,1.472596216109172,0.043,0.4731,0.484,,
ecoli_00521,6942437,4799070,13692,414681,0,0,0,0,127493,0,0,0,0,984022,352369,251110,69.12659056178687,6942437.0,6527756.0,94.03,414681.0,5.97,ecoli_00521_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6942437.0,0.0,20-40,51.0,26.27486371898755,39.58561813380518,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,6963978,2162498,6963978,278559120,1124185,274557649,1.4364889578915958,0.0416,0.4762,0.4822,,
ecoli_00522,11229760,7664408,84851,655334,0,0,0,0,174827,0,0,0,0,1650066,628738,371536,68.2508619952697,11229760.0,10574426.0,94.16,655334.0,5.84,ecoli_00522_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11229760.0,0.0,20-40,48.0,17.416873260024744,39.52660555523894,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11251766,3588908,11251766,450070640,1211580,444070578,1.3331378380958154,0.0494,0.4796,0.47100000000000003,,
ecoli_00523,8658122,5825965,96061,460285,0,0,0,0,128441,0,0,0,0,1335983,518054,293333,67.28901486950635,8658122.0,8197837.0,94.68,460285.0,5.32,ecoli_00523_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8658122.0,0.0,20-40,48.0,19.168518699770164,39.52818948497145,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8675620,2746576,8675620,347024800,962151,342396077,1.333830608071815,0.0534,0.4742,0.4724,,
ecoli_00524,7315571,5569233,16416,233842,0,0,0,0,156378,0,0,0,0,851182,240391,248129,76.12847992316662,7315571.0,7081729.0,96.8,233842.0,3.2,ecoli_00524_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7315571.0,0.0,20-51,52.0,23.384830818514747,50.57420972334217,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7320089,2323692,7320089,373324539,538699,369767631,0.9527656578717424,0.026000000000000002,0.4444,0.5296,,
ecoli_00525,7371565,5642371,17698,237769,0,0,0,0,169763,0,0,0,0,804270,244885,254809,76.54237600835101,7371565.0,7133796.0,96.77,237769.0,3.23,ecoli_00525_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7371565.0,0.0,20-51,52.0,23.563811634133444,50.57612081016718,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7376471,2332842,7376471,376200021,555650,372608929,0.9545698563371426,0.0248,0.4425,0.5327,,
ecoli_00526,8153576,5965322,149791,272701,0,0,0,0,163291,0,0,0,0,1085689,278895,237887,73.162033443976,8153576.0,7880875.0,96.66,272701.0,3.34,ecoli_00526_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8153576.0,0.0,20-51,50.0,20.601265732852962,50.5364447452259,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8158496,2589668,8158496,416083296,583598,412098599,0.95766810114867,0.0392,0.4344,0.5264,,
ecoli_00527,7769443,4928432,1082850,239771,0,0,0,0,133112,0,0,0,0,965678,229757,189843,63.43353056325918,7769443.0,7529672.0,96.91,239771.0,3.09,ecoli_00527_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7769443.0,0.0,20-51,51.0,19.70302711853837,50.5325112752613,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7774195,2482060,7774195,396483945,546156,392654068,0.96596017273789,0.0382,0.3794,0.5824,,
ecoli_00528,8380758,5276916,515164,200257,0,0,0,0,135062,0,0,0,0,1574949,431266,247144,62.96466262359562,8380758.0,8180501.0,97.61,200257.0,2.39,ecoli_00528_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8380758.0,0.0,20-40,50.0,19.807344244006533,39.485634234994016,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,8402843,2726000,8402843,336113720,1302321,331076212,1.498751077462711,0.0404,0.5015,0.4581,,
ecoli_00529,9597278,6581151,75979,238150,0,0,0,0,152372,0,0,0,0,1613949,579337,356340,68.57309958094368,9597278.0,9359128.0,97.52,238150.0,2.48,ecoli_00529_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9597278.0,0.0,20-40,49.0,19.14141881184856,39.51344474964672,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9617342,2999269,9617342,384693680,1297341,379368973,1.384142052970561,0.0491,0.4973,0.4536,,
ecoli_00530,7029363,4956777,22718,194565,0,0,0,0,131213,0,0,0,0,1033588,444717,245785,70.51530842837394,7029363.0,6834798.0,97.23,194565.0,2.77,ecoli_00530_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7029363.0,0.0,20-40,50.0,21.534287579441727,39.57754934550969,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,7049635,2203802,7049635,281985400,1148423,277899257,1.4490619017864046,0.0554,0.5029,0.4417,,
ecoli_00531,7203023,4988063,24778,179262,0,0,0,0,144764,0,0,0,0,1110757,473572,281827,69.24957757319392,7203023.0,7023761.0,97.51,179262.0,2.49,ecoli_00531_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7203023.0,0.0,20-40,50.0,20.39379988299128,39.580565687489816,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,7222346,2251157,7222346,288893840,1168998,284700026,1.4516799665925724,0.0541,0.4868,0.4591,,
ecoli_00532,11266448,8136910,314325,314485,0,0,0,0,145817,0,0,0,0,1415938,558536,380437,72.22249638927903,11266448.0,10951963.0,97.21,314485.0,2.79,ecoli_00532_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11266448.0,0.0,20-40,49.0,17.853686559800515,39.50889401877149,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11297462,3561091,11297462,451898480,1786530,445369933,1.4446932859787445,0.0558,0.4242,0.5199,,
ecoli_00533,12315842,8974652,305965,338676,0,0,0,0,154446,0,0,0,0,1539904,598693,403506,72.87079519207863,12315842.0,11977166.0,97.25,338676.0,2.75,ecoli_00533_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12315842.0,0.0,20-40,49.0,16.969845849430275,39.51347605790981,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,12346338,3884162,12346338,493853520,1817313,486888140,1.410414164912705,0.0541,0.4293,0.5165,,
ecoli_00534,9062586,6929475,131817,218501,0,0,0,0,58573,0,0,0,0,929054,453720,341446,76.46244681153922,9062586.0,8844085.0,97.59,218501.0,2.41,ecoli_00534_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9062586.0,0.0,20-40,50.0,19.29005340373066,39.572526980709476,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9082404,2833203,9082404,363296160,1127249,358424048,1.3410854659184948,0.0499,0.4173,0.5328,,
ecoli_00535,9679652,7335743,117016,202916,0,0,0,0,130501,0,0,0,0,1052507,486800,354169,75.78519351728761,9679652.0,9476736.0,97.9,202916.0,2.1,ecoli_00535_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9679652.0,0.0,20-40,50.0,18.40809950746558,39.581702937254356,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,9696034,3053526,9696034,387841360,912200,382904090,1.2730127596499765,0.051,0.424,0.525,,
ecoli_00536,8034620,5814917,19990,204606,0,0,0,0,105252,0,0,0,0,1019240,566911,303704,72.3732671862515,8034620.0,7830014.0,97.45,204606.0,2.55,ecoli_00536_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8034620.0,0.0,20-40,48.0,20.36719125082218,39.46854512098892,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8055918,2640610,8055918,322236720,1292903,317285520,1.5365101779834405,0.0488,0.4662,0.485,,
ecoli_00537,9907303,7171361,37896,277408,0,0,0,0,210900,0,0,0,0,1158466,674812,376460,72.38459346605227,9907303.0,9629895.0,97.2,277408.0,2.8,ecoli_00537_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9907303.0,0.0,20-40,48.0,19.22980186359957,39.47207549824609,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9933333,3267637,9933333,397333320,1549302,391267997,1.5265075176680374,0.048,0.4628,0.4892,,
ecoli_00538,7582579,5576689,15309,154015,0,0,0,0,89381,0,0,0,0,942335,517223,287627,73.54607185760939,7582579.0,7428564.0,97.97,154015.0,2.03,ecoli_00538_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7582579.0,0.0,20-40,48.0,20.216100511337963,39.46623648761193,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7606213,2524743,7606213,304248520,1309914,299443071,1.5794486033983008,0.0427,0.4838,0.4735,,
ecoli_00539,7581174,5544553,19272,156185,0,0,0,0,93600,0,0,0,0,1026642,446112,294810,73.13580983631293,7581174.0,7424989.0,97.94,156185.0,2.06,ecoli_00539_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7581174.0,0.0,20-40,49.0,19.659720316148086,39.50423470032478,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,7599965,2392085,7599965,303998600,1155337,299639203,1.434018775086464,0.0405,0.4795,0.48,,
ecoli_00540,7765889,5031147,22556,188163,0,0,0,0,30049,0,0,0,0,1857173,402345,234456,64.78520359999995,7765889.0,7577726.0,97.58,188163.0,2.42,ecoli_00540_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7765889.0,0.0,20-40,50.0,20.47915198837732,39.59471027721359,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,7785320,2103455,7785320,311412800,348627,308254831,1.0140780982669948,0.0448,0.5307,0.4245,,
ecoli_00541,7670862,4942961,31582,151260,0,0,0,0,69851,0,0,0,0,1775430,442399,257379,64.43814267549071,7670862.0,7519602.0,98.03,151260.0,1.97,ecoli_00541_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7670862.0,0.0,20-40,50.0,20.008217650029884,39.602583777416406,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,7684924,2080379,7684924,307396960,273404,304340732,0.9942284399949824,0.0469,0.5332,0.4199,,
ecoli_00542,8622168,5616865,11941,212304,0,0,0,0,63421,0,0,0,0,1984515,476526,256596,65.1444625064137,8622168.0,8409864.0,97.54,212304.0,2.46,ecoli_00542_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8622168.0,0.0,20-40,50.0,19.916452542703336,39.526110602345035,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,8638784,2373819,8638784,345551360,321696,342072107,1.0068700062416192,0.0565,0.5235,0.42,,
ecoli_00543,7940246,4968929,17595,158699,0,0,0,0,86241,0,0,0,0,2014371,486899,207512,62.57903092674962,7940246.0,7781547.0,98.0,158699.0,2.0,ecoli_00543_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7940246.0,0.0,20-40,49.0,20.58894929938609,39.48980825027336,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,7955128,2807818,7955128,318205120,302117,314310848,1.223824431234796,0.0644,0.5262,0.4093,,
ecoli_00544,8850739,6029221,176166,261160,0,0,0,0,47841,0,0,0,0,1715312,369513,251526,68.12110265594771,8850739.0,8589579.0,97.05,261160.0,2.95,ecoli_00544_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8850739.0,0.0,20-40,51.0,18.92626070218132,39.59929470296209,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,pass,8881268,2414559,8881268,355250720,335656,351688426,1.0027548994130118,0.0361,0.5118,0.4521,,
ecoli_00545,13821857,5981000,4763190,251104,0,0,0,0,49802,0,0,0,0,2111550,416373,248838,43.27204369137953,13821857.0,13570753.0,98.18,251104.0,1.82,ecoli_00545_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13821857.0,0.0,20-40,52.0,13.93738035626589,39.60694174451378,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,13840797,3754386,13840797,553631880,551411,548187318,0.9834263879457232,0.0281,0.3623,0.6096,,
ecoli_00546,9001761,6716054,9459,169220,0,0,0,0,99741,0,0,0,0,1143952,550197,313138,74.60822387974973,9001761.0,8832541.0,98.12,169220.0,1.88,ecoli_00546_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9001761.0,0.0,20-40,48.0,19.332574801522824,39.50799393585322,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,9024783,2591844,9024783,360991320,365599,357114860,1.0738374540418312,0.0482,0.4511,0.5007,,
ecoli_00547,10993952,8221268,26470,223851,0,0,0,0,103819,0,0,0,0,1397477,629499,391568,74.77991535709816,10993952.0,10770101.0,97.96,223851.0,2.04,ecoli_00547_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10993952.0,0.0,20-40,49.0,18.574989312757808,39.504934167440425,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,11032572,3173242,11032572,441302880,463778,436550546,1.0768871483458249,0.0451,0.4534,0.5015,,
ecoli_00548,10502478,7777318,64314,194335,0,0,0,0,95269,0,0,0,0,1366065,663476,341701,74.05221891443144,10502478.0,10308143.0,98.15,194335.0,1.85,ecoli_00548_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10502478.0,0.0,20-40,48.0,18.108079062108192,39.50305537416979,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,10528671,3011793,10528671,421146840,435538,416642580,1.069522449699492,0.0473,0.4637,0.489,,
ecoli_00549,13628964,8734605,1864813,263845,0,0,0,0,101790,0,0,0,0,1576343,702812,384756,64.08854700914904,13628964.0,13365119.0,98.06,263845.0,1.94,ecoli_00549_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13628964.0,0.0,20-40,49.0,15.407605143653312,39.49702802061845,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,13669253,3877243,13669253,546770120,580211,541010745,1.0533448682235964,0.0377,0.4129,0.5494,,
ecoli_00550,14443530,10666469,11495,299538,0,0,0,0,74126,0,0,0,0,2146455,818537,426910,73.84946062354562,14443530.0,14143992.0,97.93,299538.0,2.07,ecoli_00550_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14443530.0,0.0,20-40,51.0,17.25123549231172,39.57710919698993,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,pass,14467655,4094457,14467655,578706200,616479,572585249,1.057695770323525,0.0411,0.4853,0.4736,,
ecoli_00551,12610489,9208386,99527,259860,0,0,0,0,86522,0,0,0,0,1800038,794314,361842,73.02164095301936,12610489.0,12350629.0,97.94,259860.0,2.06,ecoli_00551_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12610489.0,0.0,20-40,50.0,18.177307927963028,39.48852586128896,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,12638346,4508862,12638346,505533840,515483,499066357,1.279337304106091,0.0411,0.4815,0.4774,,
ecoli_00552,10350814,7454382,181250,233680,0,0,0,0,187700,0,0,0,0,1246497,649849,397456,72.01735051948572,10350814.0,10117134.0,97.74,233680.0,2.26,ecoli_00552_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10350814.0,0.0,20-40,47.0,16.322549283278512,39.52374441275826,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,10369248,3037200,10369248,414769920,299707,410344777,1.066891012733035,0.0601,0.4388,0.5011,,
ecoli_00553,7998010,5746059,137035,177664,0,0,0,0,118644,0,0,0,0,1041059,476260,301289,71.84360859763865,7998010.0,7820346.0,97.78,177664.0,2.22,ecoli_00553_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7998010.0,0.0,20-40,48.0,18.2954333648618,39.519851313014115,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,8013221,2340082,8013221,320528840,237727,317117125,1.064401880342499,0.0596,0.4365,0.5039,,
ecoli_00554,10551023,7710273,12406,231609,0,0,0,0,122372,0,0,0,0,1365139,761534,347690,73.07607044359585,10551023.0,10319414.0,97.8,231609.0,2.2,ecoli_00554_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10551023.0,0.0,20-40,49.0,19.41734323076145,39.498540568056775,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,10574326,3715518,10574326,422973040,418703,417667329,1.2543851494648457,0.0547,0.4677,0.4777,,
ecoli_00555,8561027,6381821,15316,167877,0,0,0,0,77828,0,0,0,0,1099456,538800,279929,74.54503998176855,8561027.0,8393150.0,98.04,167877.0,1.96,ecoli_00555_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8561027.0,0.0,20-40,50.0,21.28263439684121,39.57578909633155,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,pass,8576273,2439757,8576273,343050920,355364,339410673,1.0611389702729843,0.0472,0.4685,0.4843,,
ecoli_00556,13689863,10233055,14944,229765,0,0,0,0,305685,0,0,0,0,1450634,908580,547200,74.74914102500514,13689863.0,13460098.0,98.32,229765.0,1.68,ecoli_00556_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13689863.0,0.0,20-40,48.0,14.303241409174445,39.5311977190714,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,pass,13711540,3992619,13711540,548461600,411571,542672533,1.05550999377167,0.0516,0.4571,0.4912,,
