,TF,ev_level,gene_id
4007,exuR,Weak,b4322
4008,exuR,Weak,b4323
4009,exuR,Weak,b4324
4010,exuR,Strong,b4357
4011,fabR,Weak,b0954
4012,fabR,Weak,b2323
4013,fadR,Weak,b0185
4014,fadR,Strong,b0221
4015,fadR,Weak,b0443
4016,fadR,Weak,b0954
4017,fadR,Strong,b1091
4018,fadR,Strong,b1092
4019,fadR,Strong,b1093
4020,fadR,Weak,b1187
4021,fadR,Weak,b1288
4022,fadR,Strong,b1805
4023,fadR,Weak,b2316
4024,fadR,Strong,b2323
4025,fadR,Strong,b2341
4026,fadR,Strong,b2342
4027,fadR,Weak,b2344
4028,fadR,Strong,b3081
4029,fadR,Weak,b3255
4030,fadR,Weak,b3256
4031,fadR,Weak,b3495
4032,fadR,Weak,b3845
4033,fadR,Weak,b3846
4034,fadR,Strong,b4018
4035,feaR,Strong,b1385
4036,feaR,Strong,b1386
4037,ffs,Weak,b2610
4038,fhlA,Weak,b2481
4039,fhlA,Weak,b2482
4040,fhlA,Weak,b2483
4041,fhlA,Weak,b2484
4042,fhlA,Weak,b2485
4043,fhlA,Weak,b2486
4044,fhlA,Weak,b2487
4045,fhlA,Weak,b2488
4046,fhlA,Weak,b2489
4047,fhlA,Weak,b2490
4048,fhlA,Weak,b2491
4049,fhlA,Weak,b2492
4050,fhlA,Strong,b2712
4051,fhlA,Strong,b2713
4052,fhlA,Strong,b2717
4053,fhlA,Strong,b2718
4054,fhlA,Strong,b2719
4055,fhlA,Strong,b2720
4056,fhlA,Strong,b2721
4057,fhlA,Strong,b2722
4058,fhlA,Strong,b2723
4059,fhlA,Strong,b2724
4060,fhlA,Strong,b2725
4061,fhlA,Strong,b2726
4062,fhlA,Strong,b2727
4063,fhlA,Strong,b2728
4064,fhlA,Strong,b2729
4065,fhlA,Strong,b2730
4066,fhlA,Strong,b2731
4067,fhlA,Strong,b4079
4068,fis,Weak,b0032
4069,fis,Weak,b0033
4070,fis,Weak,b0049
4071,fis,Weak,b0050
4072,fis,Weak,b0051
4073,fis,Weak,b0052
4074,fis,Weak,b0116
4075,fis,Weak,b0118
4076,fis,Strong,b0405
4077,fis,Weak,b0428
4078,fis,Weak,b0429
4079,fis,Weak,b0430
4080,fis,Weak,b0431
4081,fis,Weak,b0432
4082,fis,Strong,b0440
4083,fis,Weak,b0809
4084,fis,Strong,b0812
4085,fis,Weak,b0894
4086,fis,Weak,b0895
4087,fis,Weak,b0896
4088,fis,Weak,b0903
4089,fis,Weak,b0945
4090,fis,Weak,b0972
4091,fis,Weak,b0973
4092,fis,Weak,b0974
4093,fis,Weak,b0975
4094,fis,Weak,b0976
4095,fis,Weak,b0977
4096,fis,Strong,b0999
4097,fis,Strong,b1000
4098,fis,Strong,b1101
4099,fis,Strong,b1109
4100,fis,Weak,b1182
4101,fis,Weak,b1223
4102,fis,Weak,b1224
4103,fis,Weak,b1225
4104,fis,Weak,b1226
4105,fis,Weak,b1227
4106,fis,Weak,b1229
4107,fis,Strong,b1237
4108,fis,Strong,b1241
4109,fis,Strong,b1274
4110,fis,Strong,b1335
4111,fis,Weak,b1421
4112,fis,Weak,b1480
4113,fis,Weak,b1492
4114,fis,Weak,b1493
4115,fis,Strong,b1530
4116,fis,Strong,b1531
4117,fis,Strong,b1532
4118,fis,Weak,b1552
4119,fis,Weak,b1566
4120,fis,Weak,b1732
4121,fis,Strong,b1739
4122,fis,Strong,b1796
4123,fis,Strong,b1797
4124,fis,Weak,b2148
4125,fis,Weak,b2149
4126,fis,Strong,b2231
4127,fis,Strong,b2234
4128,fis,Strong,b2235
4129,fis,Strong,b2236
4130,fis,Weak,b2239
4131,fis,Weak,b2240
4132,fis,Weak,b2241
4133,fis,Weak,b2242
4134,fis,Weak,b2243
4135,fis,Strong,b2276
4136,fis,Strong,b2277
4137,fis,Strong,b2278
4138,fis,Strong,b2279
4139,fis,Strong,b2280
4140,fis,Strong,b2281
4141,fis,Strong,b2282
4142,fis,Strong,b2283
4143,fis,Strong,b2284
4144,fis,Strong,b2285
4145,fis,Strong,b2286
4146,fis,Strong,b2287
4147,fis,Strong,b2288
4148,fis,Weak,b2400
4149,fis,Weak,b2507
4150,fis,Weak,b2508
4151,fis,Weak,b2579
4152,fis,Strong,b2781
4153,fis,Strong,b2782
4154,fis,Strong,b2783
4155,fis,Strong,b2912
4156,fis,Weak,b2957
4157,fis,Weak,b2980
4158,fis,Weak,b3073
4159,fis,Weak,b3164
4160,fis,Weak,b3165
4161,fis,Weak,b3166
4162,fis,Weak,b3167
4163,fis,Weak,b3168
4164,fis,Weak,b3169
4165,fis,Weak,b3170
4166,fis,Weak,b3221
4167,fis,Weak,b3222
4168,fis,Weak,b3223
4169,fis,Weak,b3224
4170,fis,Weak,b3225
4171,fis,Weak,b3230
4172,fis,Weak,b3231
4173,fis,Strong,b3260
4174,fis,Strong,b3261
4175,fis,Strong,b3357
4176,fis,Weak,b3365
4177,fis,Weak,b3366
4178,fis,Weak,b3367
4179,fis,Weak,b3368
4180,fis,Weak,b3516
4181,fis,Weak,b3517
4182,fis,Weak,b3556
4183,fis,Weak,b3566
4184,fis,Weak,b3567
4185,fis,Weak,b3568
4186,fis,Weak,b3569
4187,fis,Weak,b3588
4188,fis,Weak,b3599
4189,fis,Weak,b3600
4190,fis,Weak,b3601
4191,fis,Strong,b3699
4192,fis,Strong,b3721
4193,fis,Strong,b3722
4194,fis,Strong,b3723
4195,fis,Weak,b3845
4196,fis,Weak,b3846
4197,fis,Weak,b3868
4198,fis,Weak,b3869
4199,fis,Weak,b3870
4200,fis,Weak,b3965
4201,fis,Strong,b3980
4202,fis,Strong,b4000
4203,fis,Weak,b4032
4204,fis,Weak,b4033
4205,fis,Weak,b4034
4206,fis,Weak,b4067
4207,fis,Weak,b4068
4208,fis,Weak,b4069
4209,fis,Strong,b4070
4210,fis,Strong,b4071
4211,fis,Strong,b4072
4212,fis,Strong,b4073
4213,fis,Strong,b4074
4214,fis,Strong,b4075
4215,fis,Strong,b4076
4216,fis,Strong,b4111
4217,fis,Weak,b4122
4218,fis,Weak,b4219
4219,fis,Weak,b4376
4220,fis,Weak,b4381
4221,fis,Weak,b4382
4222,fis,Weak,b4383
4223,fis,Weak,b4384
4224,flhD;flhC,Strong,b0652
4225,flhD;flhC,Strong,b0653
4226,flhD;flhC,Strong,b0654
4227,flhD;flhC,Strong,b0655
4228,flhD;flhC,Weak,b1070
4229,flhD;flhC,Weak,b1071
4230,flhD;flhC,Weak,b1072
4231,flhD;flhC,Strong,b1073
4232,flhD;flhC,Strong,b1074
4233,flhD;flhC,Strong,b1075
4234,flhD;flhC,Strong,b1076
4235,flhD;flhC,Strong,b1077
4236,flhD;flhC,Strong,b1078
4237,flhD;flhC,Strong,b1079
4238,flhD;flhC,Strong,b1080
4239,flhD;flhC,Strong,b1081
4240,flhD;flhC,Strong,b1082
4241,flhD;flhC,Strong,b1083
4242,flhD;flhC,Weak,b1194
4243,flhD;flhC,Strong,b1878
4244,flhD;flhC,Strong,b1879
4245,flhD;flhC,Strong,b1880
4246,flhD;flhC,Strong,b1904
4247,flhD;flhC,Strong,b1920
4248,flhD;flhC,Strong,b1921
4249,flhD;flhC,Strong,b1922
4250,flhD;flhC,Strong,b1924
4251,flhD;flhC,Strong,b1925
4252,flhD;flhC,Strong,b1926
4253,flhD;flhC,Strong,b1937
4254,flhD;flhC,Strong,b1938
4255,flhD;flhC,Strong,b1939
4256,flhD;flhC,Strong,b1940
4257,flhD;flhC,Strong,b1941
4258,flhD;flhC,Strong,b1942
4259,flhD;flhC,Strong,b1943
4260,flhD;flhC,Strong,b1944
4261,flhD;flhC,Strong,b1945
4262,flhD;flhC,Strong,b1946
4263,flhD;flhC,Strong,b1947
4264,flhD;flhC,Strong,b1948
4265,flhD;flhC,Strong,b1949
4266,flhD;flhC,Strong,b1950
4267,flhD;flhC,Weak,b2148
4268,flhD;flhC,Weak,b2149
4269,flhD;flhC,Weak,b2150
4270,flhD;flhC,Weak,b2194
4271,flhD;flhC,Weak,b2195
4272,flhD;flhC,Weak,b2196
4273,flhD;flhC,Weak,b2197
4274,flhD;flhC,Weak,b2198
4275,flhD;flhC,Weak,b2199
4276,flhD;flhC,Weak,b2200
4277,flhD;flhC,Weak,b2201
4278,flhD;flhC,Weak,b2202
4279,flhD;flhC,Weak,b2203
4280,flhD;flhC,Weak,b2204
4281,flhD;flhC,Weak,b2205
4282,flhD;flhC,Weak,b2206
4283,flhD;flhC,Weak,b2207
4284,flhD;flhC,Weak,b2208
4285,flhD;flhC,Weak,b2241
4286,flhD;flhC,Weak,b2242
4287,flhD;flhC,Weak,b2243
4288,flhD;flhC,Weak,b2712
4289,flhD;flhC,Weak,b2713
4290,flhD;flhC,Weak,b2737
4291,flhD;flhC,Weak,b2822
4292,flhD;flhC,Weak,b2823
4293,flhD;flhC,Weak,b2824
4294,flhD;flhC,Weak,b2825
4295,flhD;flhC,Weak,b2826
4296,flhD;flhC,Weak,b3236
4297,flhD;flhC,Weak,b3525
4298,flhD;flhC,Weak,b4070
4299,flhD;flhC,Weak,b4071
4300,flhD;flhC,Weak,b4072
4301,flhD;flhC,Weak,b4073
4302,flhD;flhC,Weak,b4074
4303,flhD;flhC,Weak,b4075
4304,flhD;flhC,Weak,b4076
4305,fliZ,Strong,b1037
4306,fliZ,Strong,b1038
4307,fliZ,Strong,b1039
4308,fliZ,Strong,b1040
4309,fliZ,Weak,b1041
4310,fliZ,Weak,b1042
4311,fliZ,Weak,b1043
4312,fliZ,Strong,b1285
4313,fliZ,Strong,b1492
4314,fliZ,Strong,b1493
4315,fliZ,Strong,b1891
4316,fliZ,Strong,b1892
4317,fliZ,Strong,b2127
4318,fliZ,Strong,b3508
4319,fliZ,Strong,b3509
4320,fliZ,Strong,b3510
4321,fliZ,Strong,b3512
4322,fliZ,Strong,b3513
4323,fliZ,Strong,b3514
4324,fliZ,Strong,b4376
4325,fnr,SBRG,b0001
4326,fnr,SBRG,b0002
4327,fnr,SBRG,b0003
4328,fnr,SBRG,b0004
4329,fnr,SBRG,b0034
4330,fnr,Weak,b0035
4331,fnr,Weak,b0036
4332,fnr,Weak,b0037
4333,fnr,Weak,b0038
4334,fnr,Weak,b0039
4335,fnr,Weak,b0040
4336,fnr,Weak,b0041
4337,fnr,Weak,b0042
4338,fnr,Weak,b0043
4339,fnr,Weak,b0044
4340,fnr,SBRG,b0112
4341,fnr,SBRG,b0113
4342,fnr,SBRG,b0114
4343,fnr,SBRG,b0115
4344,fnr,SBRG,b0116
4345,fnr,Weak,b0167
4346,fnr,SBRG,b0197
4347,fnr,SBRG,b0198
4348,fnr,SBRG,b0199
4349,fnr,SBRG,b0200
4350,fnr,SBRG,b0217
4351,fnr,SBRG,b0381
4352,fnr,SBRG,b0382
4353,fnr,Weak,b0428
4354,fnr,Weak,b0429
4355,fnr,Weak,b0430
4356,fnr,Weak,b0431
4357,fnr,Weak,b0432
4358,fnr,Weak,b0450
4359,fnr,Weak,b0451
4360,fnr,Weak,b0585
4361,fnr,Weak,b0586
4362,fnr,Weak,b0587
4363,fnr,Weak,b0602
4364,fnr,Weak,b0613
4365,fnr,Weak,b0614
4366,fnr,Weak,b0615
4367,fnr,Weak,b0616
4368,fnr,Weak,b0617
4369,fnr,Weak,b0618
4370,fnr,Weak,b0619
4371,fnr,Weak,b0620
4372,fnr,Weak,b0621
4373,fnr,Weak,b0721
4374,fnr,Weak,b0722
4375,fnr,Weak,b0723
4376,fnr,Weak,b0724
4377,fnr,Weak,b0726
4378,fnr,Weak,b0727
4379,fnr,Weak,b0728
4380,fnr,Weak,b0729
4381,fnr,SBRG,b0733
4382,fnr,SBRG,b0734
4383,fnr,SBRG,b0780
4384,fnr,SBRG,b0781
4385,fnr,SBRG,b0782
4386,fnr,SBRG,b0783
4387,fnr,SBRG,b0784
4388,fnr,SBRG,b0785
4389,fnr,Weak,b0814
4390,fnr,SBRG,b0820
4391,fnr,SBRG,b0823
4392,fnr,SBRG,b0824
4393,fnr,SBRG,b0825
4394,fnr,Strong,b0826
4395,fnr,Strong,b0827
4396,fnr,SBRG,b0835
4397,fnr,SBRG,b0836
4398,fnr,SBRG,b0872
4399,fnr,SBRG,b0873
4400,fnr,SBRG,b0875
4401,fnr,SBRG,b0876
4402,fnr,SBRG,b0886
4403,fnr,SBRG,b0887
4404,fnr,SBRG,b0894
4405,fnr,SBRG,b0895
4406,fnr,SBRG,b0896
4407,fnr,SBRG,b0903
4408,fnr,SBRG,b0904
4409,fnr,Weak,b0928
4410,fnr,Weak,b0933
4411,fnr,Weak,b0934
4412,fnr,Weak,b0935
4413,fnr,Weak,b0936
4414,fnr,Weak,b0937
4415,fnr,SBRG,b0945
4416,fnr,SBRG,b1101
4417,fnr,Weak,b1109
4418,fnr,SBRG,b1123
4419,fnr,SBRG,b1124
4420,fnr,SBRG,b1125
4421,fnr,SBRG,b1126
4422,fnr,SBRG,b1127
4423,fnr,Weak,b1160
4424,fnr,Strong,b1182
4425,fnr,SBRG,b1198
4426,fnr,SBRG,b1199
4427,fnr,SBRG,b1200
4428,fnr,SBRG,b1201
4429,fnr,Strong,b1210
4430,fnr,Strong,b1211
4431,fnr,Strong,b1212
4432,fnr,Weak,b1220
4433,fnr,SBRG,b1221
4434,fnr,SBRG,b1222
4435,fnr,SBRG,b1223
4436,fnr,SBRG,b1224
4437,fnr,SBRG,b1225
4438,fnr,SBRG,b1226
4439,fnr,SBRG,b1227
4440,fnr,SBRG,b1241
4441,fnr,SBRG,b1242
4442,fnr,SBRG,b1254
4443,fnr,SBRG,b1255
4444,fnr,SBRG,b1256
4445,fnr,Weak,b1276
4446,fnr,Weak,b1296
4447,fnr,Weak,b1297
4448,fnr,Weak,b1324
4449,fnr,SBRG,b1334
4450,fnr,SBRG,b1343
4451,fnr,SBRG,b1376
4452,fnr,Weak,b1415
4453,fnr,SBRG,b1445
4454,fnr,SBRG,b1446
4455,fnr,SBRG,b1473
4456,fnr,SBRG,b1474
4457,fnr,SBRG,b1475
4458,fnr,SBRG,b1476
4459,fnr,SBRG,b1521
4460,fnr,Weak,b1537
4461,fnr,SBRG,b1541
4462,fnr,SBRG,b1546
4463,fnr,SBRG,b1549
4464,fnr,SBRG,b1587
4465,fnr,SBRG,b1588
4466,fnr,SBRG,b1589
4467,fnr,SBRG,b1590
4468,fnr,SBRG,b1591
4469,fnr,SBRG,b1593
4470,fnr,Weak,b1611
4471,fnr,Weak,b1612
4472,fnr,SBRG,b1640
4473,fnr,SBRG,b1641
4474,fnr,SBRG,b1642
4475,fnr,SBRG,b1643
4476,fnr,SBRG,b1644
4477,fnr,SBRG,b1645
4478,fnr,SBRG,b1669
4479,fnr,SBRG,b1670
4480,fnr,SBRG,b1671
4481,fnr,SBRG,b1672
4482,fnr,SBRG,b1673
4483,fnr,SBRG,b1674
4484,fnr,Weak,b1715
4485,fnr,Weak,b1716
4486,fnr,SBRG,b1750
4487,fnr,SBRG,b1751
4488,fnr,SBRG,b1752
4489,fnr,SBRG,b1753
4490,fnr,SBRG,b1754
4491,fnr,SBRG,b1755
4492,fnr,SBRG,b1756
4493,fnr,SBRG,b1757
4494,fnr,Weak,b1761
4495,fnr,SBRG,b1778
4496,fnr,SBRG,b1779
4497,fnr,SBRG,b1780
4498,fnr,SBRG,b1785
4499,fnr,Weak,b1852
4500,fnr,SBRG,b1854
4501,fnr,Weak,b1881
4502,fnr,Weak,b1882
4503,fnr,Weak,b1883
4504,fnr,Weak,b1884
4505,fnr,Weak,b1885
4506,fnr,Weak,b1886
4507,fnr,Weak,b1904
4508,fnr,SBRG,b1906
4509,fnr,SBRG,b1907
4510,fnr,SBRG,b1929
4511,fnr,SBRG,b1930
4512,fnr,Weak,b1988
4513,fnr,Weak,b2029
4514,fnr,Weak,b2163
4515,fnr,SBRG,b2172
4516,fnr,Weak,b2194
4517,fnr,Weak,b2195
4518,fnr,Weak,b2196
4519,fnr,Weak,b2197
4520,fnr,Weak,b2198
4521,fnr,Weak,b2199
4522,fnr,Weak,b2200
4523,fnr,Weak,b2201
4524,fnr,Weak,b2202
4525,fnr,Weak,b2203
4526,fnr,Weak,b2204
4527,fnr,Weak,b2205
4528,fnr,Weak,b2206
4529,fnr,Weak,b2207
4530,fnr,Weak,b2208
4531,fnr,SBRG,b2233
4532,fnr,SBRG,b2234
4533,fnr,SBRG,b2235
4534,fnr,SBRG,b2236
4535,fnr,Weak,b2239
4536,fnr,Weak,b2240
4537,fnr,Weak,b2241
4538,fnr,Weak,b2242
4539,fnr,Weak,b2243
4540,fnr,SBRG,b2253
4541,fnr,SBRG,b2254
4542,fnr,SBRG,b2255
4543,fnr,SBRG,b2256
4544,fnr,SBRG,b2257
4545,fnr,SBRG,b2258
4546,fnr,SBRG,b2276
4547,fnr,SBRG,b2277
4548,fnr,SBRG,b2278
4549,fnr,SBRG,b2279
4550,fnr,SBRG,b2280
4551,fnr,SBRG,b2281
4552,fnr,SBRG,b2282
4553,fnr,SBRG,b2283
4554,fnr,SBRG,b2284
4555,fnr,SBRG,b2285
4556,fnr,SBRG,b2286
4557,fnr,SBRG,b2287
4558,fnr,SBRG,b2288
4559,fnr,SBRG,b2295
4560,fnr,SBRG,b2296
4561,fnr,SBRG,b2297
4562,fnr,SBRG,b2298
4563,fnr,SBRG,b2343
4564,fnr,SBRG,b2344
4565,fnr,Weak,b2367
4566,fnr,Weak,b2368
4567,fnr,SBRG,b2443
4568,fnr,SBRG,b2448
4569,fnr,SBRG,b2449
4570,fnr,SBRG,b2450
4571,fnr,Weak,b2481
4572,fnr,Weak,b2482
4573,fnr,Weak,b2483
4574,fnr,Weak,b2484
4575,fnr,Weak,b2485
4576,fnr,Weak,b2486
4577,fnr,Weak,b2487
4578,fnr,Weak,b2488
4579,fnr,Weak,b2489
4580,fnr,Weak,b2490
4581,fnr,Weak,b2491
4582,fnr,Weak,b2492
4583,fnr,SBRG,b2497
4584,fnr,SBRG,b2498
4585,fnr,SBRG,b2499
4586,fnr,SBRG,b2500
4587,fnr,Strong,b2503
4588,fnr,SBRG,b2507
4589,fnr,SBRG,b2508
4590,fnr,SBRG,b2509
4591,fnr,Strong,b2552
4592,fnr,Strong,b2579
4593,fnr,SBRG,b2580
4594,fnr,Weak,b2606
4595,fnr,Weak,b2607
4596,fnr,Weak,b2608
4597,fnr,Weak,b2609
4598,fnr,Weak,b2710
4599,fnr,Weak,b2711
4600,fnr,Weak,b2727
4601,fnr,Weak,b2728
4602,fnr,Weak,b2729
4603,fnr,Weak,b2730
4604,fnr,Weak,b2731
4605,fnr,Weak,b2732
4606,fnr,SBRG,b2766
4607,fnr,SBRG,b2767
4608,fnr,SBRG,b2768
4609,fnr,SBRG,b2779
4610,fnr,SBRG,b2780
4611,fnr,SBRG,b2790
4612,fnr,SBRG,b2791
4613,fnr,SBRG,b2792
4614,fnr,SBRG,b2813
4615,fnr,Weak,b2866
4616,fnr,Weak,b2867
4617,fnr,Weak,b2868
4618,fnr,Weak,b2903
4619,fnr,Weak,b2904
4620,fnr,Weak,b2905
4621,fnr,SBRG,b2937
4622,fnr,SBRG,b2938
4623,fnr,SBRG,b2939
4624,fnr,SBRG,b2940
4625,fnr,SBRG,b2942
4626,fnr,Weak,b2957
4627,fnr,SBRG,b2990
4628,fnr,SBRG,b2991
4629,fnr,SBRG,b2992
4630,fnr,SBRG,b2993
4631,fnr,SBRG,b2994
4632,fnr,SBRG,b2995
4633,fnr,SBRG,b2996
4634,fnr,SBRG,b2997
4635,fnr,SBRG,b2998
4636,fnr,SBRG,b3002
4637,fnr,SBRG,b3003
4638,fnr,SBRG,b3009
4639,fnr,Weak,b3071
4640,fnr,Weak,b3072
4641,fnr,SBRG,b3091
4642,fnr,SBRG,b3092
4643,fnr,SBRG,b3093
4644,fnr,Weak,b3113
4645,fnr,Weak,b3114
4646,fnr,Weak,b3115
4647,fnr,Weak,b3116
4648,fnr,Weak,b3117
4649,fnr,Weak,b3118
4650,fnr,SBRG,b3119
4651,fnr,SBRG,b3120
4652,fnr,SBRG,b3121
4653,fnr,SBRG,b3124
4654,fnr,SBRG,b3125
4655,fnr,SBRG,b3126
4656,fnr,SBRG,b3127
4657,fnr,SBRG,b3128
4658,fnr,SBRG,b3156
4659,fnr,SBRG,b3157
4660,fnr,SBRG,b3158
4661,fnr,SBRG,b3159
4662,fnr,SBRG,b3164
4663,fnr,SBRG,b3165
4664,fnr,SBRG,b3166
4665,fnr,SBRG,b3167
4666,fnr,SBRG,b3168
4667,fnr,SBRG,b3169
4668,fnr,SBRG,b3170
4669,fnr,SBRG,b3172
4670,fnr,SBRG,b3175
4671,fnr,SBRG,b3185
4672,fnr,SBRG,b3186
4673,fnr,SBRG,b3187
4674,fnr,SBRG,b3211
4675,fnr,SBRG,b3212
4676,fnr,SBRG,b3213
4677,fnr,SBRG,b3214
4678,fnr,Weak,b3230
4679,fnr,Weak,b3231
4680,fnr,Weak,b3265
4681,fnr,Weak,b3266
4682,fnr,Weak,b3311
4683,fnr,Weak,b3312
4684,fnr,Weak,b3313
4685,fnr,Weak,b3314
4686,fnr,Weak,b3315
4687,fnr,Weak,b3316
4688,fnr,Weak,b3317
4689,fnr,Weak,b3318
4690,fnr,Weak,b3319
4691,fnr,Weak,b3320
4692,fnr,Weak,b3321
4693,fnr,SBRG,b3365
4694,fnr,SBRG,b3366
4695,fnr,SBRG,b3367
4696,fnr,SBRG,b3368
4697,fnr,Weak,b3408
4698,fnr,Weak,b3409
4699,fnr,Weak,b3410
4700,fnr,Weak,b3416
4701,fnr,Weak,b3417
4702,fnr,SBRG,b3433
4703,fnr,SBRG,b3434
4704,fnr,SBRG,b3476
4705,fnr,SBRG,b3477
4706,fnr,SBRG,b3478
4707,fnr,SBRG,b3479
4708,fnr,SBRG,b3480
4709,fnr,SBRG,b3481
4710,fnr,SBRG,b3492
4711,fnr,SBRG,b3493
4712,fnr,SBRG,b3494
4713,fnr,SBRG,b3495
4714,fnr,Weak,b3515
4715,fnr,Weak,b3516
4716,fnr,Weak,b3517
4717,fnr,Weak,b3518
4718,fnr,Weak,b3531
4719,fnr,Weak,b3532
4720,fnr,Weak,b3540
4721,fnr,Weak,b3541
4722,fnr,Weak,b3542
4723,fnr,Weak,b3543
4724,fnr,Weak,b3544
4725,fnr,SBRG,b3611
4726,fnr,SBRG,b3612
4727,fnr,SBRG,b3613
4728,fnr,SBRG,b3614
4729,fnr,SBRG,b3700
4730,fnr,SBRG,b3701
4731,fnr,SBRG,b3702
4732,fnr,SBRG,b3703
4733,fnr,SBRG,b3704
4734,fnr,Weak,b3724
4735,fnr,Weak,b3725
4736,fnr,Weak,b3726
4737,fnr,Weak,b3727
4738,fnr,Weak,b3728
4739,fnr,SBRG,b3745
4740,fnr,SBRG,b3746
4741,fnr,SBRG,b3747
4742,fnr,Weak,b3830
4743,fnr,Weak,b3908
4744,fnr,SBRG,b3942
4745,fnr,Weak,b4039
4746,fnr,Weak,b4040
4747,fnr,Weak,b4062
4748,fnr,Weak,b4063
4749,fnr,SBRG,b4067
4750,fnr,SBRG,b4068
4751,fnr,SBRG,b4069
4752,fnr,SBRG,b4070
4753,fnr,SBRG,b4071
4754,fnr,SBRG,b4072
4755,fnr,SBRG,b4073
4756,fnr,SBRG,b4074
4757,fnr,SBRG,b4075
4758,fnr,SBRG,b4076
4759,fnr,Weak,b4079
4760,fnr,Weak,b4122
4761,fnr,Weak,b4123
4762,fnr,Weak,b4124
4763,fnr,Weak,b4125
4764,fnr,Weak,b4133
4765,fnr,Weak,b4138
4766,fnr,Weak,b4139
4767,fnr,SBRG,b4141
4768,fnr,SBRG,b4142
4769,fnr,SBRG,b4143
4770,fnr,SBRG,b4151
4771,fnr,SBRG,b4152
4772,fnr,SBRG,b4153
4773,fnr,SBRG,b4154
4774,fnr,SBRG,b4176
4775,fnr,SBRG,b4177
4776,fnr,Weak,b4209
4777,fnr,SBRG,b4237
4778,fnr,SBRG,b4238
4779,fnr,Weak,b4326
4780,fnr,SBRG,b4348
4781,fnr,SBRG,b4349
4782,fnr,SBRG,b4350
4783,fnr,SBRG,b4351
4784,fnr,SBRG,b4367
4785,fnr,SBRG,b4401
4786,fnr,SBRG,b4402
4787,fnr,Weak,b4471
4788,fnr,Weak,b4511
4789,fnr,SBRG,b4533
4790,fnr,SBRG,b4544
4791,fnr,SBRG,b4567
4792,fnr,SBRG,b4598
4793,fnrS,Weak,b0887
4794,fnrS,Weak,b1656
4795,fnrS,Weak,b1841
4796,fnrS,Weak,b3829
4797,fnrS,Weak,b3908
4798,fucR,Weak,b2799
4799,fucR,Weak,b2800
4800,fucR,Weak,b2801
4801,fucR,Weak,b2802
4802,fucR,Weak,b2803
4803,fucR,Weak,b2804
4804,fucR,Weak,b2805
4805,fur,Weak,b0116
4806,fur,SBRG,b0150
4807,fur,SBRG,b0151
4808,fur,SBRG,b0152
4809,fur,SBRG,b0153
4810,fur,Weak,b0167
4811,fur,SBRG,b0168
4812,fur,SBRG,b0237
4813,fur,Strong,b0240_1
4814,fur,Strong,b0240_2
4815,fur,SBRG,b0272
4816,fur,SBRG,b0273
4817,fur,Weak,b0428
4818,fur,Weak,b0429
4819,fur,Weak,b0430
4820,fur,Weak,b0431
4821,fur,Weak,b0432
4822,fur,Weak,b0450
4823,fur,Weak,b0451
4824,fur,SBRG,b0468
4825,fur,SBRG,b0474
4826,fur,SBRG,b0583
4827,fur,SBRG,b0584
4828,fur,SBRG,b0585
4829,fur,SBRG,b0586
4830,fur,SBRG,b0587
4831,fur,SBRG,b0588
4832,fur,SBRG,b0589
4833,fur,SBRG,b0590
4834,fur,SBRG,b0591
4835,fur,SBRG,b0592
4836,fur,SBRG,b0593
4837,fur,SBRG,b0594
4838,fur,SBRG,b0595
4839,fur,SBRG,b0596
4840,fur,SBRG,b0597
4841,fur,SBRG,b0675
4842,fur,SBRG,b0676
4843,fur,SBRG,b0677
4844,fur,SBRG,b0678
4845,fur,Strong,b0683
4846,fur,Weak,b0721
4847,fur,Weak,b0722
4848,fur,Weak,b0723
4849,fur,Weak,b0724
4850,fur,Weak,b0726
4851,fur,Weak,b0727
4852,fur,Weak,b0728
4853,fur,Weak,b0729
4854,fur,SBRG,b0755
4855,fur,SBRG,b0804
4856,fur,SBRG,b0805
4857,fur,SBRG,b0928
4858,fur,Weak,b0929
4859,fur,SBRG,b1018
4860,fur,SBRG,b1019
4861,fur,Strong,b1062
4862,fur,SBRG,b1102
4863,fur,Weak,b1109
4864,fur,SBRG,b1164
4865,fur,SBRG,b1165
4866,fur,SBRG,b1166
4867,fur,SBRG,b1167
4868,fur,Strong,b1243
4869,fur,Strong,b1244
4870,fur,Strong,b1245
4871,fur,Strong,b1246
4872,fur,Strong,b1247
4873,fur,SBRG,b1252
4874,fur,SBRG,b1267
4875,fur,SBRG,b1276
4876,fur,SBRG,b1285
4877,fur,Weak,b1334
4878,fur,SBRG,b1452
4879,fur,SBRG,b1478
4880,fur,SBRG,b1495
4881,fur,SBRG,b1496
4882,fur,Strong,b1546
4883,fur,Strong,b1547
4884,fur,Strong,b1548
4885,fur,SBRG,b1586
4886,fur,Weak,b1611
4887,fur,Weak,b1658
4888,fur,SBRG,b1679
4889,fur,SBRG,b1680
4890,fur,SBRG,b1681
4891,fur,SBRG,b1682
4892,fur,SBRG,b1683
4893,fur,SBRG,b1684
4894,fur,SBRG,b1705
4895,fur,Weak,b1732
4896,fur,Weak,b1761
4897,fur,SBRG,b1821
4898,fur,Weak,b1852
4899,fur,Weak,b1891
4900,fur,Weak,b1892
4901,fur,SBRG,b1902
4902,fur,SBRG,b1905
4903,fur,SBRG,b1916
4904,fur,Weak,b1973
4905,fur,Weak,b1988
4906,fur,Weak,b2029
4907,fur,Weak,b2106
4908,fur,Weak,b2107
